,Unnamed: 0,content,final_text,token,stop_review,stem_review,prepos_text,polarity_score,polarity
872,1029,masalah masih ada yang ngebela ppn  ini penasaran isi kepalanya apa maksudnya  mikirnya gimana gitu  kena juga  tau dampaknya minim  iya  dibayar pemerenta wkwk kita tunggu aja kredit macetnya ,masalah masih ada yang ngebela ppn ini penasaran isi kepalanya apa maksudnya mikirnya bagaimana begitu kena juga tahu dampaknya minim iya dibayar pemerenta wkwk kita tunggu saja kredit macetnya,"['ngebela', 'ppn', 'penasaran', 'isi', 'kepalanya', 'maksudnya', 'mikirnya', 'kena', 'dampaknya', 'minim', 'iya', 'dibayar', 'pemerenta', 'wkwk', 'tunggu', 'kredit', 'macetnya']","['ngebela', 'ppn', 'penasaran', 'isi', 'kepalanya', 'maksudnya', 'mikirnya', 'kena', 'dampaknya', 'minim', 'iya', 'dibayar', 'pemerenta', 'wkwk', 'tunggu', 'kredit', 'macetnya']",ngebela ppn penasaran isi kepala maksud mikirnya kena dampak minim iya bayar renta wkwk tunggu kredit macet,"['ngebela', 'ppn', 'penasaran', 'isi', 'kepala', 'maksud', 'mikirnya', 'kena', 'dampak', 'minim', 'iya', 'bayar', 'renta', 'wkwk', 'tunggu', 'kredit', 'macet']",-16,0
873,1030,baru tau kalo trading itu barang mewah trading saham juga kena ppn  kan ,baru tahu kalau trading itu barang mewah trading saham juga kena ppn akan,"['trading', 'barang', 'mewah', 'trading', 'saham', 'kena', 'ppn']","['trading', 'barang', 'mewah', 'trading', 'saham', 'kena', 'ppn']",trading barang mewah trading saham kena ppn,"['trading', 'barang', 'mewah', 'trading', 'saham', 'kena', 'ppn']",-3,0
874,1031,jokowi dukung kenaikan ppn   ,jokowi dukung kenaikan ppn,"['jokowi', 'dukung', 'kenaikan', 'ppn']","['jokowi', 'dukung', 'kenaikan', 'ppn']",jokowi dukung naik ppn,"['jokowi', 'dukung', 'naik', 'ppn']",5,1
875,1032, denda damai suruh kasih negara sejumlah duit yang dikorupnya lah plus denda yang jumlahnya  sedikit daripada narik ppn  buat apbn mending duitnya dari koruptor ,denda damai suruh kasih negara sejumlah uang yang dikorupnya lah ditambah denda yang jumlahnya sedikit daripada narik ppn buat apbn mending duitnya dari koruptor,"['denda', 'damai', 'suruh', 'kasih', 'negara', 'uang', 'dikorupnya', 'ditambah', 'denda', 'narik', 'ppn', 'apbn', 'mending', 'duitnya', 'koruptor']","['denda', 'damai', 'suruh', 'kasih', 'negara', 'uang', 'dikorupnya', 'ditambah', 'denda', 'narik', 'ppn', 'apbn', 'mending', 'duitnya', 'koruptor']",denda damai suruh kasih negara uang korup tambah denda narik ppn apbn mending duit koruptor,"['denda', 'damai', 'suruh', 'kasih', 'negara', 'uang', 'korup', 'tambah', 'denda', 'narik', 'ppn', 'apbn', 'mending', 'duit', 'koruptor']",2,1
876,1035,keknya  seluruh sabang sampe merauke ada aja masalah tolak ppn  kasus gamma pik  pameran seni korupsi jadi solusinya tuh apaa plis deh pelayan negara tolong kerjanya ditingkatin bukan cuma buat ngenyangin perut  pada ,kayaknya seluruh sabang sampai merauke ada saja masalah tolak ppn kasus gamma pik pameran seni korupsi jadi solusinya tuh apaa tolong deh pelayan negara tolong kerjanya ditingkatkan bukan cuma buat ngenyangin perut pada,"['kayaknya', 'sabang', 'merauke', 'tolak', 'ppn', 'gamma', 'pik', 'pameran', 'seni', 'korupsi', 'solusinya', 'tuh', 'apaa', 'tolong', 'deh', 'pelayan', 'negara', 'tolong', 'kerjanya', 'ditingkatkan', 'ngenyangin', 'perut']","['kayaknya', 'sabang', 'merauke', 'tolak', 'ppn', 'gamma', 'pik', 'pameran', 'seni', 'korupsi', 'solusinya', 'tuh', 'apaa', 'tolong', 'deh', 'pelayan', 'negara', 'tolong', 'kerjanya', 'ditingkatkan', 'ngenyangin', 'perut']",kayak sabang merauke tolak ppn gamma pik pamer seni korupsi solusi tuh apaa tolong deh layan negara tolong kerja tingkat ngenyangin perut,"['kayak', 'sabang', 'merauke', 'tolak', 'ppn', 'gamma', 'pik', 'pamer', 'seni', 'korupsi', 'solusi', 'tuh', 'apaa', 'tolong', 'deh', 'layan', 'negara', 'tolong', 'kerja', 'tingkat', 'ngenyangin', 'perut']",-6,0
877,1036, woi penonton elu percaya kemarin aja katanya ppn  hanya unt barang mewah   jualan air minum ale   harga jual  perak udh ada pemberitahuan jan  ada kenaikan harga krn ppn  ,woi penonton elu percaya kemarin saja katanya ppn hanya unt barang mewah jualan air minum ale harga jual perak sudah ada pemberitahuan jangan ada kenaikan harga karena ppn,"['woi', 'penonton', 'elu', 'percaya', 'kemarin', 'ppn', 'unt', 'barang', 'mewah', 'jualan', 'air', 'minum', 'ale', 'harga', 'jual', 'perak', 'pemberitahuan', 'kenaikan', 'harga', 'ppn']","['woi', 'penonton', 'elu', 'percaya', 'kemarin', 'ppn', 'unt', 'barang', 'mewah', 'jualan', 'air', 'minum', 'ale', 'harga', 'jual', 'perak', 'pemberitahuan', 'kenaikan', 'harga', 'ppn']",woi tonton elu percaya kemarin ppn unt barang mewah jual air minum ale harga jual perak pemberitahuan naik harga ppn,"['woi', 'tonton', 'elu', 'percaya', 'kemarin', 'ppn', 'unt', 'barang', 'mewah', 'jual', 'air', 'minum', 'ale', 'harga', 'jual', 'perak', 'pemberitahuan', 'naik', 'harga', 'ppn']",-2,0
878,1038, ngga kena ppn  tapi kemaren naik kertanegara dari   jadi  ,tidak kena ppn tapi kemarin naik kertanegara dari jadi,"['kena', 'ppn', 'kemarin', 'kertanegara']","['kena', 'ppn', 'kemarin', 'kertanegara']",kena ppn kemarin kertanegara,"['kena', 'ppn', 'kemarin', 'kertanegara']",-3,0
879,1039, harhanya berapa kak ini nanti kena ppn  juga gak ,harhanya berapa kak ini nanti kena ppn juga tidak,"['harhanya', 'kak', 'kena', 'ppn']","['harhanya', 'kak', 'kena', 'ppn']",harhanya kak kena ppn,"['harhanya', 'kak', 'kena', 'ppn']",-3,0
880,1040,dikira semua kota kyak jkt kali  sibuk amat,dikira semua kota kayak jakarta kali sibuk amat,"['kota', 'kayak', 'jakarta', 'kali', 'sibuk']","['kota', 'kayak', 'jakarta', 'kali', 'sibuk']",kota kayak jakarta kali sibuk,"['kota', 'kayak', 'jakarta', 'kali', 'sibuk']",-3,0
881,1041,ada orang  diluar sana yang penghasilan nya harian   gak menentu istilah kata cuma cukup untuk makan  hari nggak kerja  nggak makan kalau ppn naik   apalagi yang harus diperas oleh mereka apalagi  harus dihemat yang penghasilan dibawah itu banyakk,ada orang diluar sana yang penghasilan nya harian tidak menentu istilah kata cuma cukup untuk makan hari tidak kerja tidak makan kalau ppn naik apalagi yang harus diperas oleh mereka apalagi harus dihemat yang penghasilan dibawah itu banyakk,"['orang', 'diluar', 'penghasilan', 'nya', 'harian', 'menentu', 'istilah', 'makan', 'kerja', 'makan', 'ppn', 'diperas', 'dihemat', 'penghasilan', 'dibawah', 'banyakk']","['orang', 'diluar', 'penghasilan', 'nya', 'harian', 'menentu', 'istilah', 'makan', 'kerja', 'makan', 'ppn', 'diperas', 'dihemat', 'penghasilan', 'dibawah', 'banyakk']",orang luar hasil nya hari tentu istilah makan kerja makan ppn peras hemat hasil bawah banyakk,"['orang', 'luar', 'hasil', 'nya', 'hari', 'tentu', 'istilah', 'makan', 'kerja', 'makan', 'ppn', 'peras', 'hemat', 'hasil', 'bawah', 'banyakk']",6,1
882,1042,  hari menjelang ppn  ,hari menjelang ppn,"['menjelang', 'ppn']","['menjelang', 'ppn']",jelang ppn,"['jelang', 'ppn']",3,1
883,1043,narasi mulyono partai perorangan itu sindiran dalam kpd oleh karena itu gak usah lama cepat mainkan saja puluhan video ydm itu sbg hiburan akhir tahun utk masyarakat jelang berlakunya ppn  ,narasi mulyono partai perorangan itu sindiran dalam kepada oleh karena itu tidak usah lama cepat mainkan saja puluhan video ydm itu sebagai hiburan akhir tahun untuk masyarakat jelang berlakunya ppn,"['narasi', 'mulyono', 'partai', 'perorangan', 'sindiran', 'cepat', 'mainkan', 'puluhan', 'video', 'ydm', 'hiburan', 'masyarakat', 'jelang', 'berlakunya', 'ppn']","['narasi', 'mulyono', 'partai', 'perorangan', 'sindiran', 'cepat', 'mainkan', 'puluhan', 'video', 'ydm', 'hiburan', 'masyarakat', 'jelang', 'berlakunya', 'ppn']",narasi mulyono partai orang sindir cepat main puluh video ydm hibur masyarakat jelang laku ppn,"['narasi', 'mulyono', 'partai', 'orang', 'sindir', 'cepat', 'main', 'puluh', 'video', 'ydm', 'hibur', 'masyarakat', 'jelang', 'laku', 'ppn']",-4,0
884,1044,mungkin lebih dari  banyak  tdk terlalu peduli sama bill struk belanja tapi coba mulai skrg amati bill belanja kalian dari ketiga contoh struk belanja ini coba kalian amati perbedaannya mana  lebih menyasar semua kelas kenaikan ppn  jgn dianggap sepele ,mungkin lebih dari banyak tidak terlalu peduli sama bill struk belanja tapi coba mulai sekarang amati bill belanja kalian dari ketiga contoh struk belanja ini coba kalian amati perbedaannya mana lebih menyasar semua kelas kenaikan ppn jangan dianggap sepele,"['peduli', 'bill', 'struk', 'belanja', 'coba', 'amati', 'bill', 'belanja', 'ketiga', 'contoh', 'struk', 'belanja', 'coba', 'amati', 'perbedaannya', 'menyasar', 'kelas', 'kenaikan', 'ppn', 'dianggap', 'sepele']","['peduli', 'bill', 'struk', 'belanja', 'coba', 'amati', 'bill', 'belanja', 'ketiga', 'contoh', 'struk', 'belanja', 'coba', 'amati', 'perbedaannya', 'menyasar', 'kelas', 'kenaikan', 'ppn', 'dianggap', 'sepele']",peduli bill struk belanja coba amat bill belanja tiga contoh struk belanja coba amat beda sasar kelas naik ppn anggap sepele,"['peduli', 'bill', 'struk', 'belanja', 'coba', 'amat', 'bill', 'belanja', 'tiga', 'contoh', 'struk', 'belanja', 'coba', 'amat', 'beda', 'sasar', 'kelas', 'naik', 'ppn', 'anggap', 'sepele']",6,1
885,1045, asli plat  stand for berisik bgt kemarin  jogja macet parah dan emang gabisa gerak trus ini  plat  klakson panjang nonstop sampe jalan lagi baru stop gunanya klakson apasih semuanya juga macet kali bukan dia doang,asli plat stand for berisik banget kemarin jogja macet parah dan memang tidak bisa gerak terus ini plat klakson panjang nonstop sampai jalan lagi baru stop gunanya klakson apa sih semuanya juga macet kali bukan dia saja,"['asli', 'plat', 'stand', 'for', 'berisik', 'banget', 'kemarin', 'jogja', 'macet', 'parah', 'gerak', 'plat', 'klakson', 'nonstop', 'jalan', 'stop', 'gunanya', 'klakson', 'sih', 'macet', 'kali']","['asli', 'plat', 'stand', 'for', 'berisik', 'banget', 'kemarin', 'jogja', 'macet', 'parah', 'gerak', 'plat', 'klakson', 'nonstop', 'jalan', 'stop', 'gunanya', 'klakson', 'sih', 'macet', 'kali']",asli plat stand for berisik banget kemarin jogja macet parah gerak plat klakson nonstop jalan stop guna klakson sih macet kali,"['asli', 'plat', 'stand', 'for', 'berisik', 'banget', 'kemarin', 'jogja', 'macet', 'parah', 'gerak', 'plat', 'klakson', 'nonstop', 'jalan', 'stop', 'guna', 'klakson', 'sih', 'macet', 'kali']",-1,0
886,1046, ppn  korupsi dalam negeri palestina  suriah luar negeri gass mbaa,ppn korupsi dalam negeri palestina suriah luar negeri gass mbaa,"['ppn', 'korupsi', 'negeri', 'palestina', 'suriah', 'negeri', 'gass', 'mbaa']","['ppn', 'korupsi', 'negeri', 'palestina', 'suriah', 'negeri', 'gass', 'mbaa']",ppn korupsi negeri palestina suriah negeri gass mbaa,"['ppn', 'korupsi', 'negeri', 'palestina', 'suriah', 'negeri', 'gass', 'mbaa']",-4,0
887,1047, yang nyebelin itu kita harus bayar ppn   tapi rasa keadilan spt kasus ini gak ada ini bikin nyesek pak  sisi rakyat terhimpit pajak  disisi lain para koruptor enak ,yang nyebelin itu kita harus bayar ppn tapi rasa keadilan seperti kasus ini tidak ada ini bikin nyesek pak sisi rakyat terhimpit pajak disisi lain para koruptor enak,"['nyebelin', 'bayar', 'ppn', 'keadilan', 'bikin', 'nyesek', 'sisi', 'rakyat', 'terhimpit', 'pajak', 'disisi', 'koruptor', 'enak']","['nyebelin', 'bayar', 'ppn', 'keadilan', 'bikin', 'nyesek', 'sisi', 'rakyat', 'terhimpit', 'pajak', 'disisi', 'koruptor', 'enak']",nyebelin bayar ppn adil bikin nyesek sisi rakyat terhimpit pajak sisi koruptor enak,"['nyebelin', 'bayar', 'ppn', 'adil', 'bikin', 'nyesek', 'sisi', 'rakyat', 'terhimpit', 'pajak', 'sisi', 'koruptor', 'enak']",-11,0
888,1048, dari data  ini apakah artinya yang bakal naik hanya ppn  doang hehe mari kita tunggu episode kelanjutannya klo ppn  ini benar  lolos rakyat akan makin sengsara sih kayanya ,dari data ini apakah artinya yang bakal naik hanya ppn saja hehe mari kita tunggu episode kelanjutannya kalau ppn ini benar lolos rakyat akan makin sengsara sih kayaknya,"['data', 'ppn', 'hehe', 'mari', 'tunggu', 'episode', 'kelanjutannya', 'ppn', 'lolos', 'rakyat', 'sengsara', 'sih', 'kayaknya']","['data', 'ppn', 'hehe', 'mari', 'tunggu', 'episode', 'kelanjutannya', 'ppn', 'lolos', 'rakyat', 'sengsara', 'sih', 'kayaknya']",data ppn hehe mari tunggu episode lanjut ppn lolos rakyat sengsara sih kayak,"['data', 'ppn', 'hehe', 'mari', 'tunggu', 'episode', 'lanjut', 'ppn', 'lolos', 'rakyat', 'sengsara', 'sih', 'kayak']",-16,0
889,1049, tentang ppn  aja yuk,tentang ppn saja ayo,"['ppn', 'ayo']","['ppn', 'ayo']",ppn ayo,"['ppn', 'ayo']",4,1
890,1050,tahun  setuasi ekonomi global tidak menentu pemerintah indonesia harus bersikap hati dalam menerapkan kebijakan ekonomi dan rencana program makan gratis pajak ppn  bukan menjadi hal positip tetapi telah menjadi hal negatif bagi pelaku usaha dan masyrkat ,tahun setuasi ekonomi global tidak menentu pemerintah indonesia harus bersikap hati dalam menerapkan kebijakan ekonomi dan rencana program makan gratis pajak ppn bukan menjadi hal positip tetapi telah menjadi hal negatif bagi pelaku usaha dan masyrkat,"['setuasi', 'ekonomi', 'global', 'menentu', 'pemerintah', 'indonesia', 'bersikap', 'hati', 'menerapkan', 'kebijakan', 'ekonomi', 'rencana', 'program', 'makan', 'gratis', 'pajak', 'ppn', 'positip', 'negatif', 'pelaku', 'usaha', 'masyrkat']","['setuasi', 'ekonomi', 'global', 'menentu', 'pemerintah', 'indonesia', 'bersikap', 'hati', 'menerapkan', 'kebijakan', 'ekonomi', 'rencana', 'program', 'makan', 'gratis', 'pajak', 'ppn', 'positip', 'negatif', 'pelaku', 'usaha', 'masyrkat']",tuas ekonomi global tentu perintah indonesia sikap hati terap bijak ekonomi rencana program makan gratis pajak ppn positip negatif laku usaha masyrkat,"['tuas', 'ekonomi', 'global', 'tentu', 'perintah', 'indonesia', 'sikap', 'hati', 'terap', 'bijak', 'ekonomi', 'rencana', 'program', 'makan', 'gratis', 'pajak', 'ppn', 'positip', 'negatif', 'laku', 'usaha', 'masyrkat']",-9,0
891,1051,ini salah dua kita tolak kenaikan ppn  uang negara dimakan bangsat  korup ini lantas rakyat ditagih melalui pajak enal ajaa ,ini salah dua kita tolak kenaikan ppn uang negara dimakan bangsat korup ini lantas rakyat ditagih melalui pajak enal ajaa,"['salah', 'tolak', 'kenaikan', 'ppn', 'uang', 'negara', 'dimakan', 'bangsat', 'korup', 'lantas', 'rakyat', 'ditagih', 'pajak', 'enal', 'ajaa']","['salah', 'tolak', 'kenaikan', 'ppn', 'uang', 'negara', 'dimakan', 'bangsat', 'korup', 'lantas', 'rakyat', 'ditagih', 'pajak', 'enal', 'ajaa']",salah tolak naik ppn uang negara makan bangsat korup lantas rakyat tagih pajak enal ajaa,"['salah', 'tolak', 'naik', 'ppn', 'uang', 'negara', 'makan', 'bangsat', 'korup', 'lantas', 'rakyat', 'tagih', 'pajak', 'enal', 'ajaa']",-23,0
892,1052, mrk mhsw  bagian dari rakyat menyuarakan hak suaranya utk menolak ppn   balasannya spt ini ,mereka mhsw bagian dari rakyat menyuarakan hak suaranya untuk menolak ppn balasannya seperti ini,"['mhsw', 'rakyat', 'menyuarakan', 'hak', 'suaranya', 'menolak', 'ppn', 'balasannya']","['mhsw', 'rakyat', 'menyuarakan', 'hak', 'suaranya', 'menolak', 'ppn', 'balasannya']",mhsw rakyat suara hak suara tolak ppn balas,"['mhsw', 'rakyat', 'suara', 'hak', 'suara', 'tolak', 'ppn', 'balas']",-4,0
893,1054,sumpah  kalo beliau berdua kaga krpilih gaada maksi  bergizi gaada ppn  gaada koruptor dikasi hak  masuk penjara monyeett semua monyett,sumpah kalau beliau berdua tidak krpilih tidak ada maksi bergizi tidak ada ppn tidak ada koruptor dikasih hak masuk penjara monyeett semua monyett,"['sumpah', 'beliau', 'berdua', 'krpilih', 'maksi', 'bergizi', 'ppn', 'koruptor', 'dikasih', 'hak', 'masuk', 'penjara', 'monyeett', 'monyett']","['sumpah', 'beliau', 'berdua', 'krpilih', 'maksi', 'bergizi', 'ppn', 'koruptor', 'dikasih', 'hak', 'masuk', 'penjara', 'monyeett', 'monyett']",sumpah beliau dua krpilih maksi gizi ppn koruptor kasih hak masuk penjara monyeett monyett,"['sumpah', 'beliau', 'dua', 'krpilih', 'maksi', 'gizi', 'ppn', 'koruptor', 'kasih', 'hak', 'masuk', 'penjara', 'monyeett', 'monyett']",-8,0
894,1055,lahh  voters emang harus direndahin serendah rendahnyaa wlee goblok banget dahh masa  ngerti kenapa orang² sebenci itu sama  voters bodoo amaat  yang pasti  voters kontol orang mereka ikut andil soal ppn  wlee,lah voters memang harus direndahin serendah rendahnyaa wlee goblok banget deh masa mengerti kenapa orang² sebenci itu sama voters bodoo amaat yang pasti voters kontol orang mereka ikut andil soal ppn wlee,"['voters', 'direndahin', 'serendah', 'rendahnyaa', 'wlee', 'goblok', 'banget', 'deh', 'mengerti', 'orang²', 'sebenci', 'voters', 'bodoo', 'amaat', 'voters', 'kontol', 'orang', 'andil', 'ppn', 'wlee']","['voters', 'direndahin', 'serendah', 'rendahnyaa', 'wlee', 'goblok', 'banget', 'deh', 'mengerti', 'orang²', 'sebenci', 'voters', 'bodoo', 'amaat', 'voters', 'kontol', 'orang', 'andil', 'ppn', 'wlee']",voters direndahin serendah rendahnyaa wlee goblok banget deh erti orang benci voters bodoo amaat voters kontol orang andil ppn wlee,"['voters', 'direndahin', 'serendah', 'rendahnyaa', 'wlee', 'goblok', 'banget', 'deh', 'erti', 'orang', 'benci', 'voters', 'bodoo', 'amaat', 'voters', 'kontol', 'orang', 'andil', 'ppn', 'wlee']",-6,0
895,1058, bacot  mana berjuang dari dalam ppn   diem  giliran bisnis  terancam baru bacot,bacot mana berjuang dari dalam ppn diam giliran bisnis terancam baru bacot,"['bacot', 'berjuang', 'ppn', 'diam', 'giliran', 'bisnis', 'terancam', 'bacot']","['bacot', 'berjuang', 'ppn', 'diam', 'giliran', 'bisnis', 'terancam', 'bacot']",bacot juang ppn diam gilir bisnis ancam bacot,"['bacot', 'juang', 'ppn', 'diam', 'gilir', 'bisnis', 'ancam', 'bacot']",-5,0
896,1059, silahkan saja ppn  asal penggunaannya tepat tidak  korupsi menurut saya semua telah kena pajak kecuali menghirup oksigen  udara jika semua terkumpul   pertahun dapat terealisasi termasuk pnbp,silahkan saja ppn asal penggunaannya tepat tidak korupsi menurut saya semua telah kena pajak kecuali menghirup oksigen udara jika semua terkumpul pertahun dapat terealisasi termasuk pnbp,"['silahkan', 'ppn', 'penggunaannya', 'korupsi', 'kena', 'pajak', 'kecuali', 'menghirup', 'oksigen', 'udara', 'terkumpul', 'pertahun', 'terealisasi', 'pnbp']","['silahkan', 'ppn', 'penggunaannya', 'korupsi', 'kena', 'pajak', 'kecuali', 'menghirup', 'oksigen', 'udara', 'terkumpul', 'pertahun', 'terealisasi', 'pnbp']",silah ppn guna korupsi kena pajak kecuali hirup oksigen udara kumpul tahun realisasi pnbp,"['silah', 'ppn', 'guna', 'korupsi', 'kena', 'pajak', 'kecuali', 'hirup', 'oksigen', 'udara', 'kumpul', 'tahun', 'realisasi', 'pnbp']",-16,0
897,1060,thread ini diikutin buat yang mau lihat efek ppn  ,thread ini diikutin buat yang mau lihat efek ppn,"['thread', 'diikutin', 'lihat', 'efek', 'ppn']","['thread', 'diikutin', 'lihat', 'efek', 'ppn']",thread diikutin lihat efek ppn,"['thread', 'diikutin', 'lihat', 'efek', 'ppn']",6,1
898,1061, irwan annyiingg mana ada  naikin jadi ppn  pengeluaran naik cuman  rbu per bulan ada namanya multiplier effects bola salju apalagi lah tax ratio rendah tuh karena pemerintah  gagal narik pajak dri konglo  dan malah bayar orang  kayak  jadi buzzer,irwan annyiingg mana ada naikin jadi ppn pengeluaran naik cuman rbu per bulan ada namanya multiplier effects bola salju apalagi lah tax ratio rendah tuh karena pemerintah gagal narik pajak dari konglo dan bahkan bayar orang kayak jadi buzzer,"['irwan', 'annyiingg', 'naikin', 'ppn', 'pengeluaran', 'cuman', 'rbu', 'namanya', 'multiplier', 'effects', 'bola', 'salju', 'tax', 'ratio', 'rendah', 'tuh', 'pemerintah', 'gagal', 'narik', 'pajak', 'konglo', 'bayar', 'orang', 'kayak', 'buzzer']","['irwan', 'annyiingg', 'naikin', 'ppn', 'pengeluaran', 'cuman', 'rbu', 'namanya', 'multiplier', 'effects', 'bola', 'salju', 'tax', 'ratio', 'rendah', 'tuh', 'pemerintah', 'gagal', 'narik', 'pajak', 'konglo', 'bayar', 'orang', 'kayak', 'buzzer']",irwan annyiingg naikin ppn keluar cuman rbu nama multiplier effects bola salju tax ratio rendah tuh perintah gagal narik pajak konglo bayar orang kayak buzzer,"['irwan', 'annyiingg', 'naikin', 'ppn', 'keluar', 'cuman', 'rbu', 'nama', 'multiplier', 'effects', 'bola', 'salju', 'tax', 'ratio', 'rendah', 'tuh', 'perintah', 'gagal', 'narik', 'pajak', 'konglo', 'bayar', 'orang', 'kayak', 'buzzer']",-20,0
